"","Si_a","Si_b","Ti_a","Ti_b","Al_a","Al_b","Fe_a","Fe_b","Mn_a","Mn_b","Mg_a","Mg_b","Ca_a","Ca_b","K_a","K_b","P_a","P_b","V_a","V_b","Cr_a","Cr_b","Ni_a","Ni_b","Cu_a","Cu_b","Zn_a","Zn_b","Rb_a","Rb_b","Sr_a","Sr_b","Y_a","Y_b","Zr_a","Zr_b","Nb_a","Nb_b","Ba_a","Ba_b","Pb_a","Pb_b"
"1",0.7701,81341,0.9015,1045,0.9114,0,1.0679,0,1.1412,-58,0.6713,1531,1.0503,-595,1.0003,881,1.0214,0,0.8602,27,1.4627,0,1.1863,-25,0.4655,6,1.0745,0,1.0913,0,0.9752,6,1.0473,6,1.0268,0,0.9633,2,1.0613,-276,1.0779,0
