"","Si_a","Si_b","Ti_a","Ti_b","Al_a","Al_b","Fe_a","Fe_b","Mn_a","Mn_b","Mg_a","Mg_b","Ca_a","Ca_b","K_a","K_b","P_a","P_b","Cl_a","Cl_b","V_a","V_b","Cr_a","Cr_b","Ni_a","Ni_b","Zn_a","Zn_b","As_a","As_b","Rb_a","Rb_b","Sr_a","Sr_b","Y_a","Y_b","Zr_a","Zr_b","Nb_a","Nb_b","Ba_a","Ba_b","Pb_a","Pb_b"
"1",0.7929,47954,0.9628,140,0.8807,13726,1.0025,0,1.1023,-30,0.7799,3241,1.0253,0,0.99,692,1.1696,247,0.941,0,0.941,0,1.0565,0,1.0237,0,1.0333,0,1.0237,0,1.0194,0,1.0577,-3,0.828,3,1.0156,0,0.9771,2,1.0101,0,0.9181,2
