"a","b","r2","rSEE","SEE","RMS","start","end","CILR5","CIBS5","CILR95","CIBS95","out","outpct"
"0.9114","0","0.9277","6.5","5682","1743","43795","136788","0.8877","0.8863","0.9351","0.9333","25-14-27-28-24-1-8-11-18","30"
